"periode_data", "wilayah"                   , "no_registrasi", "jenis_halte" , "kode_barang" , "lokasi_alamat"                                                                                                                                                                                             , "lintang"   , "bujur"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400018" , "TRANSJAKARTA", "133010118004", "Jl. Medan Merdeka Tim. 10-13, RW.1, Gambir, Kecamatan Gambir, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10110 (Samping Gereja Emanuel)"                                                  , "-6.1773367", "106.831415"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400019" , "TRANSJAKARTA", "133010135001", "Jl. TB Simatupang RW.2, Susukan, Kec. Ciracas, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta (Halte Busway Flyover Raya Bogor)"                                                              , "-6.3064172", "106.8658828"
"2024"        , " KOTA ADM. JAKARTA TIMUR"  , "HLT202400020" , "TRANSJAKARTA", "133010135001", "Gg. Madrasah, Pinang Ranti, Kec. Makasar, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13560 (Halte Busway Garuda Taman Mini)"                                                              , "-6.2900606", "106.881077"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400021" , "REGULER"     , "133010118004", "Jl. Gunung Sahari KOTA ADM. JAKARTA PUSAT, RT.16/RW.3, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10720 (Halte Seraton)"                         , "-6.146566" , "106.8342365"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400022" , "TRANSJAKARTA", "133010135001", "Jl. Harsono RM, Ragunan, Kec. Ps. Minggu, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta (Halte Buswai Departemen Pertanian)"                                                               , "-6.294605" , "106.822255"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400023" , "REGULER"     , "133010118004", "Jl. Gn. Sahari, RT.18/RW.3, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10720 (Halte Gg. Lilin)"                                                  , "-6.1509167", "106.8352781"
"2024"        , " KOTA ADM. JAKARTA TIMUR"  , "HLT202400024" , "TRANSJAKARTA", "133010135001", "Jl. DI. Panjaitan RT.12/RW.6, Cipinang Besar Sel., Kecamatan Jatinegara, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13340 (Halte Busway Cipinang Kebon Nanas)"                            , "-6.2420813", "106.8779121"
"2024"        , " KOTA ADM. JAKARTA TIMUR"  , "HLT202400025" , "REGULER"     , "133010118004", "Jl. Teuku Nyak Arief 1, RT.7/RW.8, Grogol Sel., Kec. Kby. Lama, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12220 (Halte Gedung Pertamina)"                                              , "-6.2302784", "106.7898618"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400026" , "TRANSJAKARTA", "133010135001", "Jl. Warung Jati Barat No.37, Jati Padang, Kec. Ps. Minggu, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12540 (Halte Busway SMK 57)"                                                      , "-6.291339" , "106.8236137"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400027" , "REGULER"     , "133010118004", "Jl. Gn. Sahari, RW.4, Gn. Sahari Utara, Kecamatan Sawah Besar, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10720 (Halte Pajak)"                                                            , "-6.152582" , "106.8359711"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400188" , "TRANSJAKARTA", "133010135001", "Jl. Peta Selatan No.8, RT.7/RW.1, Kalideres, Kec. Kalideres, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11840 (Halte Busway Terminal Kalideres)"                                          , "-6.1550131", "106.705954"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400189" , "REGULER"     , "133010118004", "Jl. Raya Kby. Lama, RT.2/RW.10, Grogol Utara, Kec. Kby. Lama, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 11560 (Halte H.Sholeh I)"                                                      , "-6.2197161", "106.7785293"
"2024"        , " KOTA ADM. JAKARTA TIMUR"  , "HLT202400190" , "TRANSJAKARTA", "133010135001", "Jl. Perintis Kemerdekaan RT.6/RW.8, Pulo Gadung, Kec. Pulo Gadung, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13260 (Halte Busway Bermis)"                                                , "-6.1781717", "106.8982617"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400191" , "TRANSJAKARTA", "133010135001", "Jl. Mampang Prpt. Raya, RT.1/RW.6, Tegal Parang, Kec. Mampang Prpt., Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12790 (Halte Busway Duren Tiga)"                                        , "-6.2519119", "106.827134"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400192" , "REGULER"     , "133010118004", "Grogol Sel., Kec. Kby. Lama, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta (Halte Simprug 1)"                                                                                              , "-6.2237207", "106.7871187"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400193" , "TRANSJAKARTA", "133010135001", "Jl. Perintis Kemerdekaan, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta (Halte Busway Pulomas)"                                                                        , "-6.1719319", "106.8889173"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400194" , "REGULER"     , "133010118004", "Jl. Raya Kby. Lama, RT.6/RW.8, Sukabumi Sel., Kec. Kb. Jeruk, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11560 (Halte Masjid)"                                                            , "-6.2184845", "106.7784641"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400195" , "REGULER"     , "133010118004", "Jl. RC. Veteran Raya 21-62, RT.8/RW.1, Bintaro, Kec. Pesanggrahan, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12330 (Depan Sosial Corner)"                                              , "-6.2634483", "106.7663994"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400196" , "TRANSJAKARTA", "133010135001", "Jl. Perintis Kemerdekaan No.31, RW.5, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 (Halte Busway ASMI)"                                                         , "-6.1719312", "106.8887665"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400197" , "TRANSJAKARTA", "133010118004", "Jl. Bintaro Raya, RT.2/RW.10, Kby. Lama Sel., Kec. Kby. Lama, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12240 (Halte Tanah Kusir)"                                                     , "-6.2530112", "106.7712949"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400198" , "TRANSJAKARTA", "133010135001", "Jl. Perintis Kemerdekaan RT.7/RW.2, Kelapa Gading Barat, Kelapa Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 13210 (Halte Busway Pedongkelan)"                                                    , "-6.1679723", "106.8824605"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400199" , "REGULER"     , "133010118004", "Jl. Raya Kby. Lama 192-46, RT.1/RW.2, Sukabumi Sel., Kec. Kb. Jeruk, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11560 (Halte Kebon Nanas)"                                                , "-6.2230685", "106.7784994"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400200" , "TRANSJAKARTA", "133010135001", "Jl. Letjen Suprapto KOTA ADM. JAKARTA PUSAT, RW.8, Sumur Batu, Kec. Kemayoran, Daerah Khusus Ibukota Jakarta 10640 (Halte Busway Cempaka Timur)"                                                           , "-6.166629" , "106.8760645"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400201" , "TRANSJAKARTA", "133010135001", "Jl. Letjend Suprapto RT.16/RW.5, Cempaka Baru, Kemayoran, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10640 (Halte Busway RS Islam)"                                                       , "-6.1686218", "106.8704643"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400202" , "REGULER"     , "133010118004", "Jl. Budi Raya No.2, RT.1, RT.1/RW.9, Kemanggisan, Kec. Palmerah, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11530 (Depan dnr)"                                                            , "-6.1921058", "106.7821898"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400203" , "REGULER"     , "133010118004", "Jl. Palmerah Barat, RT.6/RW.14, Palmerah, Kec. Palmerah, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 12210 (Halte SD Pal Merah)"                                                           , "-6.20763"  , "106.7880383"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400204" , "TRANSJAKARTA", "133010135001", "JL. Let. Jend. Suprapto, Cempaka Baru, 10640 KOTA ADM. JAKARTA PUSAT, Indonesia, Jakarta (Halte Busway Cempaka Tengah)"                                                                                    , "-6.1704326", "106.8665939"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400205" , "TRANSJAKARTA", "133010118004", "Jl. Kramat Raya 5-9, RT.4/RW.2, Kramat, Kec. Senen, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10420 (Halte Simpang Lima)"                                                                , "-6.1790773", "106.8423881"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400206" , "TRANSJAKARTA", "133010135001", "Jl. Letjend Suprapto RT.17/RW.3, Cemp. Baru, Kec. Kemayoran, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10640 (Halte Busway Pasar Cempaka Putih)"                                         , "-6.1725666", "106.8625577"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400207" , "REGULER"     , "133010118004", "Jl. I Gusti Ngurah Rai, RT.10/RW.13, Klender, Kec. Cakung, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13470 (Halte PPP)"                                                                  , "-6.2156266", "106.921238"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400208" , "TRANSJAKARTA", "133010135001", "Masjid Falatehan, No.1011, Jl. Falatehan I No.10, Melawai, Kec. Kby. Baru, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12160 (Halte Busway Blok M)"                                      , "-6.2434223", "106.8022503"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400209" , "TRANSJAKARTA", "133010135001", "Jl. Sisingamangaraja No.21-31, RW.4, Selong, Kec. Kby. Baru, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12120 (Halte Busway Masjid Agung Al-Azhar)"                                     , "-6.2368221", "106.7984936"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400324" , "REGULER"     , "133010135001", "Daan Mogot Rd, RT.1/RW.1, Kalideres, West Jakarta City, Jakarta 11840 (Halte Bus Sekolah)"                                                                                                                 , "-6.1556724", "106.7070183"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400325" , "REGULER"     , "133010118004", "Jl. Jend. Gatot Soebroto  KOTA ADM. JAKARTA SELATAN, RT.8/RW.2, Karet Semanggi, Kecamatan Setiabudi, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12930 (Bawah JPO Busway LIPI)"          , "-6.2298842", "106.8185407"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400326" , "REGULER"     , "133010135001", "Jl. Yos Sudarso, RT.10/RW.11, Sunter Jaya, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14360 (Halte Artha Gading 2)"                                                                          , "-6.1433716", "106.8899596"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400327" , "REGULER"     , "133010135001", "Jl. Yos Sudarso, RT.10/RW.6, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14330 (Halte Kodim)"                                                                        , "-6.1361109", "106.8915948"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400328" , "REGULER"     , "133010118004", "Jl. Tanjung Duren Barat 43, RT.9/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11470 (Samping Anak Panah Toko)"                               , "-6.1757923", "106.7799566"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400329" , "REGULER"     , "133010135001", "Jl. Yos Sudarso KOTA ADM. JAKARTA UTARA, RT.2/RW.9, Sunter Jaya, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14360 (Halte Yos Sudarso Kodamar)"                                               , "-6.1589895", "106.882527"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400330" , "REGULER"     , "133010118004", "Jl. Tanjung Duren Barat 1-10, RT.14/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11470 (Sebrang Jl. Tanjung Duren Barat II)"                 , "-6.1777059", "106.7801303"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400331" , "REGULER"     , "133010118004", "Jl. Outer Ringroad Lingkar Luar KOTA ADM. JAKARTA BARAT, RT.12/RW.11, Cengkareng Tim., Kecamatan Cengkareng, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11730 (Halte Bus Sekolah)"        , "-6.1375231", "106.7307946"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400332" , "REGULER"     , "133010135001", "Jl. Yos Sudarso, RT.2/RW.9, Sunter Jaya, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14360 (Halte Cempaka Mas)"                                                                               , "-6.1601164", "106.8836339"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400333" , "REGULER"     , "133010118004", " Jl. Kapuk Raya 87, RT.3/RW.3, Kamal Muara, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 11720 (Halte SDN Kapuk)"                                                                       , "-6.1296445", "106.7442996"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400334" , "REGULER"     , "133010135001", "Jl. Yos Sudarso Kodamar RT.010/RW.011 Kelurahan Sunter Jaya Kecamatan Tanjung Priok (Halte Kodamar 2)"                                                                                                     , "-6.1619945", "106.8816138"
"2024"        , " KOTA ADM. JAKARTA TIMUR"  , "HLT202400335" , "REGULER"     , "133010135001", "Jl. Raya Jakarta-Bogor, RT.2/RW.4, Susukan, Kec. Ciracas, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13750 (Halte Cijantung)"                                                             , "-6.310664" , "106.8624436"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400336" , "REGULER"     , "133010118004", "Jl. Raya Kby. Lama 7-5, RT.1/RW.1, Grogol Utara, Kec. Kby. Lama, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 11540 (Depan Telkom)"                                                       , "-6.2116729", "106.7833511"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400337" , "REGULER"     , "133010135001", "Jl. Yos Sudarso KOTA ADM. JAKARTA UTARA, RT.6/RW.11, Sunter Jaya, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14360 (Halte TNI AL 2)"                                                         , "-6.1569662", "106.8843536"
"2024"        , " KOTA ADM. JAKARTA TIMUR"  , "HLT202400338" , "REGULER"     , "133010118004", "Jl. Kapuk Raya 20-32, RT.1/RW.3, Kamal Muara, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 11720 (Samping PT. Boma Bisma)"                                                              , "-6.13577"  , "106.7545661"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400339" , "REGULER"     , "133010135001", "Jl. Yos Sudarso KOTA ADM. JAKARTA UTARA, Sunter Jaya, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta (Halte Sekolah)"                                                                            , "-6.1529528", "106.8862817"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400340" , "REGULER"     , "133010118004", "Jl. HOS. Cokroaminoto 79, RT.3/RW.5, Menteng, Kec. Menteng, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10310 (Halte Taman Menteng)"                                                       , "-6.1960703", "106.8288905"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400341" , "REGULER"     , "133010135001", "Jl. Yos Sudarso, RT.3/RW.14, Sungai Bambu, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14320 (Halte RS Puri Medika)"                                                                          , "-6.1292019", "106.8941967"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400342" , "REGULER"     , "133010118004", "Jl. Mampang Prpt. Raya 1-16, RT.6/RW.3, Mampang Prpt., Kec. Mampang Prpt., Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12790 (Halte Mampang)"                                            , "-6.2469353", "106.8263476"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400343" , "REGULER"     , "133010135001", "Jl. Yos Sudarso, RT.5/RW.14, Kb. Bawang, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14320 (Samping Tanto)"                                                                                   , "-6.1279946", "106.8939691"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400344" , "REGULER"     , "133010118004", "Jl. Dr. GSSJ Ratulangi, RT.2/RW.3, Gondangdia, Kec. Menteng, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10350 (Halte SMU)"                                                                , "-6.1912618", "106.8295962"
"2024"        , " KOTA ADM. JAKARTA UTARA"  , "HLT202400345" , "REGULER"     , "133010135001", "Jl. Yos Sudarso, RT.6/RW.14, Rawabadak Utara, Kec. Koja, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14320 (Halte Ampera)"                                                                               , "-6.1224075", "106.892671"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400346" , "REGULER"     , "133010118004", "Jl. K.H Mas Mansyur KOTA ADM. JAKARTA PUSAT, Kp. Bali, Kecamatan Tanah Abang, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10250 (Depan Verlando)"                                          , "-6.1850034", "106.8146396"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400210" , "REGULER"     , "133010118004", "Jl. Cipinang Jaya No.99, RT.3/RW.7, Cipinang Besar Sel., Kecamatan Jatinegara, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13410 (Halte Cipinang Jaya)"                                    , "-6.2217319", "106.8858365"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400211" , "TRANSJAKARTA", "133010135001", "Jalan Jenderal Sudirman, Indonesia, Daerah Khusus Ibukota Jakarta (Halte Busway Gelora Bung Karno)"                                                                                                        , "-6.2240993", "106.8062231"
"2024"        , " KOTA ADM. JAKARTA TIMUR"  , "HLT202400212" , "REGULER"     , "133010118004", "Jl. Jend. Basuki Rachmat, RT.5/RW.6, Cipinang Besar Sel., Kecamatan Jatinegara, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13410 (Halte Nusantara)"                                       , "-6.2266174", "106.8810959"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400213" , "TRANSJAKARTA", "133010135001", "Jl. Yos Sudarso, Klp. Gading Bar., Kec. Klp. Gading, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14360 (Halte Busway Yos Sudarso Kodamar)"                                                               , "-6.1623284", "106.8816727"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400214" , "REGULER"     , "133010118004", "Jl. Metro Pondok Indah, RT.15/RW.13, Pd. Pinang, Kec. Kby. Lama, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12310 (Depan KFC)"                                                          , "-6.2840023", "106.780306"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400215" , "REGULER"     , "133010135001", "Jl. Gerbang Pemuda, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10270 (Halte Graha)"                                                             , "-6.2136644", "106.8019712"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400216" , "REGULER"     , "133010118004", "Jl. Ciputat Raya, RT.3/RW.10, Kby. Lama Sel., Kec. Kby. Lama, Kota KOTA ADM. JAKARTA SELATAN, Daerah Khusus Ibukota Jakarta 12240 (Halte Aryatama)"                                                        , "-6.2572175", "106.7774645"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400217" , "REGULER"     , "133010118004", "Jl. Raden Inten II No.110, RT.8/RW.14, Duren Sawit, Kec. Duren Sawit, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13470 (Halte SMKN 48)"                                                   , "-6.2195494", "106.9233135"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400218" , "TRANSJAKARTA", "133010135001", "KOTA ADM. JAKARTA PUSAT, RT.10/RW.11, Karet Tengsin, Kecamatan Tanah Abang, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10250 (Halte Busway Dukuh Atas 1)"                                 , "-6.2054427", "106.8222103"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400219" , "REGULER"     , "133010118004", "Jl. Raden Inten II, RT.9/RW.15, Duren Sawit, Kec. Duren Sawit, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13440 (Halte Dikdas)"                                                           , "-6.2221733", "106.9231883"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400220" , "REGULER"     , "133010135001", "Dekat Jl. Puri Sakti I Jl. Pangeran Antasari Sisi Utara"                                                                                                                                                   , "-6.2730121", "106.8086789"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400221" , "REGULER"     , "133010118004", "Jl. I Gusti Ngurah Rai, Malaka Jaya, Kec. Cakung, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13460 (Depan Rumah Susun Klender)"                                                           , "-6.2178543", "106.9366854"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400222" , "TRANSJAKARTA", "133010135001", "Jl. M.H. Thamrin RT.8/RW.4, Gondangdia, Menteng, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10350 (Halte Busway Sarinah)"                                                                 , "-6.1879682", "106.8231952"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400223" , "TRANSJAKARTA", "133010135001", "BI"                                                                                                                                                                                                        , "-6.1838741", "106.8228737"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400224" , "REGULER"     , "133010118004", "Jl. I Gusti Ngurah Rai, Kec. Duren Sawit, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13460 (Halte Pondok Kopi)"                                                                           , "-6.2173691", "106.9338228"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400225" , "TRANSJAKARTA", "133010135001", "Jl. Jend Sudirman RT.1/RW.6, Dukuh Atas, Menteng, Kec. Menteng, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10230 (Halte Busway Tosari)"                                                   , "-6.1984712", "106.8230634"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400226" , "REGULER"     , "133010118004", "Jl. Raya Bekasi, RT.1/RW.3, Rw. Terate, Kec. Cakung, Kota KOTA ADM. JAKARTA TIMUR, Daerah Khusus Ibukota Jakarta 13920 (Halte Bank Mandiri)"                                                               , "-6.1827628", "106.9160447"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400227" , "TRANSJAKARTA", "133010135001", "Jl. Medan Merdeka Barat No.12, RT.5/RW.2, Gambir, Kecamatan Gambir, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10110 (Halte Busway Monas)"                                                , "-6.1760574", "106.8229092"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400228" , "REGULER"     , "133010135001", "Jl. Srengseng Raya 60, RT.6, Srengseng, Kec. Kembangan, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11630 (Halte Puskesmas)"                                                               , "-6.2036064", "106.7571266"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400229" , "REGULER"     , "133010118004", "Jl. Raya Mangga Besar, RT.2/RW.3, Gambir, Kecamatan Gambir, Jakarta, Daerah Khusus Ibukota Jakarta 10120 (Halte Veteran III)"                                                                              , "-6.1681994", "106.8253784"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400230" , "REGULER"     , "133010118004", "Jl. Suryopranoto 9-1, RT.14/RW.8, Petojo Sel., Kecamatan Gambir, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10130 (Sebrang Delta)"                                                        , "-6.1683444", "106.8200411"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400231" , "REGULER"     , "133010118004", "Jl. Gajah Mada KOTA ADM. JAKARTA BARAT, Keagungan, Kec. Taman Sari, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta (Depan SMAN 2)"                                                            , "-6.1672865", "106.819895"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400232" , "REGULER"     , "133010135001", "Jl. Kamal Raya 32-35, RT.3/RW.6, Cengkareng Bar., Kecamatan Cengkareng, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11820 (Depan Pos Indonesia)"                                           , "-6.1379476", "106.7297146"
"2024"        , " KOTA ADM. JAKARTA BARAT"  , "HLT202400233" , "REGULER"     , "133010135001", "Jl. Lkr. Luar Barat, RT.7/RW.8, Cengkareng Bar., Kecamatan Cengkareng, Kota KOTA ADM. JAKARTA BARAT, Daerah Khusus Ibukota Jakarta 11730 (Samping Pintu Masuk Perumahan KFT)"                              , "-6.1535797", "106.7256647"
"2024"        , " KOTA ADM. JAKARTA SELATAN", "HLT202400234" , "REGULER"     , "133010118004", "Jl. Suryopranoto, RT.2/RW.8, Petojo Utara, Kecamatan Gambir, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10130 (Depan Prasada Sasana)"                                                     , "-6.1700777", "106.8172757"
"2024"        , " KOTA ADM. JAKARTA PUSAT"  , "HLT202400235" , "REGULER"     , "133010135001", "Jl. Medan Merdeka Barat 4, RT.2/RW.3, Gambir, Kecamatan Gambir, Kota KOTA ADM. JAKARTA PUSAT, Daerah Khusus Ibukota Jakarta 10110 (Depan Radio Republik Indonesia)"                                        , "-6.178838" , "106.8229726"
